query,rewritten,source,noisy_query
what is the native origin for the lionfish,"What is the indigenous (native, original) habitat or origin of the lionfish (Pterois volitans, invasive species)?",ms_marco,what is the native origin for the lionfish
what are boogers made of,"What are boogers (mucus, nasal discharge) composed of (made up of, consisting of)?",ms_marco,wgtaare boogresm ad eof
what kind of company is Manheim,"What type of business (organization, firm) is Manheim Auctions (vehicle remarketing, used car sales)?",ms_marco,what kind of company is Manheim
can raw meat cause diarrhea,"Can consuming raw (uncooked) meat lead to diarrhea (loose stools, gastrointestinal issues)?",ms_marco,cam tw meat use diarehea
does the mimivirus infect human,"Can the mimivirus (giant virus, mimivirus infection) infect humans (people, individuals, Homo sapiens)?",ms_marco,does the mimivirus infect human
what military actions did ronald reagan do,"What military operations (campaigns, interventions) did Ronald Reagan undertake (execute, conduct) during his presidency?",ms_marco,what military actions did ronald reagan do
where does the last name jorge come from,"What is the origin (source, roots) of the surname Jorge (George)?",natural_questions,whrre foes the ;ast namw jorge xome from
what does the celtic cross mean,"What is the significance (meaning, symbolism) of the Celtic cross (Irish cross, high cross)?",ms_marco,what does the celtic cross mean
What is the career record of Andrew Luck against top-five scoring defenses (Week 5 or later) according to NFL Research?,"What is the career performance (statistics, record) of Andrew Luck against top-ranked (elite, high-scoring) defenses (teams, opponents) in Week 5 or later, according to NFL Research?",,What is the career record of Andrew Luck against top-five scoring defenses (Week 5 or later) according to NFL Research?
what is glycine hydrochloride,"What is glycine hydrochloride (glycine HCl), and what are its uses (applications, benefits) and effects (properties, characteristics)?",ms_marco,what is glycine hydrochliride
What is the unique approach of the Peace Corps compared to other non-governmental or non-profit organizations?,"What sets the Peace Corps apart (distinct, unique) from other non-governmental (NGO) or non-profit organizations in terms of its approach (method, strategy)?",,What is the unique approach of the Peace Corps compared to other non-governmental or non-profit organizations?
different kinds of cancers,"What are the various types (forms, classifications) of cancers (malignancies, tumors, neoplasms)?",ms_marco,different kinds of cancers
who used to present the late late show,"Who hosted (presented, anchored) The Late Late Show in the past (previously, formerly)?",natural_questions,who used ot present the late late show
how long does an mri of the brain take,"What is the average duration (length, time) of a brain MRI (magnetic resonance imaging) scan?",ms_marco,how long does an mri of the brqin take
how many students attend new palestine high school,"What is the student enrollment (attendance, population) at New Palestine High School?",natural_questions,how maby students attend new palestine high school
Who are the founders of RightHand Robotics Inc.?,"Who are the co-founders (creators, originators) of RightHand Robotics Incorporated (Company, Corp)?",,Who are the founders of RightHand Robotics Inc.?
how did they say finn died in glee,"What was the cause (manner, circumstances) of Finn's death (passing, demise) as depicted (portrayed, shown) in the TV show Glee?",,how did they say finn died in glee
who is the girl in crawling linkin park video,"Who is the female actress (woman, lady) in the music video for ""Crawling"" by Linkin Park?",natural_questions,who is the girl in crawling linkin park video
what is the rarest eye color,"What is the most uncommon (rare, unusual) eye color (iris pigmentation, ocular hue)?",ms_marco,what is the rarest eye color
common diseases caused by bacteria,"What are the most prevalent (common, widespread) illnesses (diseases, infections) caused by bacterial (microbial, germ) infections?",ms_marco,common diseases caused byb acteria
what is the weasels name on ice age,"What is the name of the weasel (stoat, ferret) character in the Ice Age movie (film, animation)?",natural_questions,whqt is the weasels najep n oce age
which of the following is true about bile,"What is a true statement (fact, assertion) about bile (gall, digestive fluid)?",ms_marco,whivh of the follpwing is true about bile
where does the ct river start and end,"What is the origin (source, beginning) and terminus (endpoint, mouth) of the Connecticut River?",natural_questions,where does the ct river start snd end
what is a VLAN,"What is a Virtual Local Area Network (VLAN), and how does it work (function, operate)?",ms_marco,era isa  VLN
average temp in fuerteventura in september,"What is the average temperature (mean climate, thermal reading) in Fuerteventura (Canary Islands) during September (autumn, fall)?",ms_marco,average temp in fuerteventura in september
who does angela have a baby with on the office,"Who is the father (parent) of Angela's baby on the TV show ""The Office""?",natural_questions,who does angela have a baby with on the office
who wrote ten things i hate about you,"Who is the author (writer, creator) of the movie ""Ten Things I Hate About You""?",natural_questions,who wrote ten things i hate about you
cost to get data from hard drive,"What is the expense (cost, price, fee) of retrieving data from a hard drive (hard disk, storage device)?",ms_marco,cost to get data from hard drive
examples of lipid molecules,"What are some examples of lipid molecules (fatty acids, lipids, triglycerides)?",ms_marco,examples of lipid molecules
What happens to the money seized by the IRS from Joe's account if he files Chapter 7 bankruptcy within the preference period?,"What happens to the assets (funds, finances) seized by the Internal Revenue Service (IRS) from an individual's account if they file Chapter 7 bankruptcy within the preference period (look-back period)?",,What happens to the money seized by the IRS from Joe's accoumt if he filrs Chapter 7 bankruptcy within thep reference period?
What items were donated by the St. Louis Cardinals to the Baseball Hall of Fame following the 2011 World Series?,"What artifacts (items, memorabilia) were contributed (donated, gifted) by the St. Louis Cardinals to the National Baseball Hall of Fame following the 2011 World Series championship?",,What items wered onated by the tS. Louis Cardunas to the Basevall Hall of Fame following the 201 Wirld Series?
